geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000048445	2.76	2.37	1.96	1.45	1.25	1.54	0.92	2.06	0.44
ENSMUSG00000021732	3.96	3.86	2.25	12.84	8.85	6.15	7.34	4.96	6.9
ENSMUSG00000096768	880.15	584.54	97.2	61.35	111.44	52.69	46.35	325.79	60.38
ENSMUSG00000029177	11.11	9.32	6.01	32.59	6.77	14.39	38.11	29.62	15.12
ENSMUSG00000028238	0.22	0.49	0.66	2.92	0.59	1.16	0.46	0.53	0.82
ENSMUSG00000079563	0.62	0.33	0.52	3.02	1.68	2.16	1.61	1.1	0.62
ENSMUSG00000073985	3.15	2.76	4.22	1.19	2.91	1.41	1.77	1.4	2.49
ENSMUSG00000001281	7.21	5.01	3.21	18.37	12.92	22.45	18.99	17.56	12.67
ENSMUSG00000043008	1.98	2.65	2.66	10.67	6.3	7.23	5	3.94	2.23
ENSMUSG00000026365	18.83	21.68	19.96	114.47	83.22	60.88	33.13	32.69	26.97
ENSMUSG00000033427	6.08	6.75	4.56	0.82	1.68	0.91	1.81	1.37	1.74
ENSMUSG00000006235	0.72	0.59	0.53	3.47	1.43	2.36	0.92	2.09	0.75
ENSMUSG00000087022	10.58	8.98	9.64	4.35	4.27	1.97	3.35	4.54	4.7
ENSMUSG00000030725	13.08	10.17	6.8	5.66	2.81	1.26	3.67	7.2	4.79
ENSMUSG00000030218	152.81	181.19	165.31	957.61	870.92	572.11	525.7	574.18	456.64
ENSMUSG00000129172	0.29	0	0.58	3.05	2.74	1.79	0.72	1.05	1.03
ENSMUSG00000030474	1.51	2.08	1.84	13.67	5.01	4.5	4.18	5.02	2.05
ENSMUSG00000089762	3.85	1.59	2.05	8.96	9.7	3.94	3.45	3.99	3.62
ENSMUSG00000092021	0.44	0	0.19	0.22	0.77	7.19	1.34	0.7	0.76
ENSMUSG00000026833	12.57	14.17	14.88	29.34	32.87	24.83	23.1	22.51	17.54
ENSMUSG00000068220	112.04	156.39	145.95	343.44	140.1	219.4	210.09	338.44	205.27
ENSMUSG00000113800	7.66	7.04	10.04	1.43	0.86	0.21	2.37	2.29	0.74
ENSMUSG00000079710	1.73	2.21	3.8	1.43	1.36	0.95	0.35	0.72	0.6
ENSMUSG00000097157	20.61	27.23	23.56	12.81	13.97	8.6	13.48	8.63	16.87
ENSMUSG00000004266	20.17	20	19.27	53.96	34.98	44.34	27.77	28.04	22.16
ENSMUSG00000025461	0	0.14	0.64	1.44	1.86	1.58	0.67	2.32	0.46
ENSMUSG00000025422	1.77	1.59	1.6	4.71	5.39	3.39	2.67	2.2	2.13
ENSMUSG00000049625	3.7	2.98	3.15	14.18	13.29	23.01	11.54	10.68	8.66
ENSMUSG00000087230	7.84	9.77	3.67	3.1	3.42	2.28	2.72	2.82	5.21
ENSMUSG00000040594	1.02	0.42	0.49	2.85	1.2	1.81	1.71	0.79	0.69
ENSMUSG00000060063	8.99	9.16	12.74	64.97	32.78	53.06	37.3	40.89	22.73
ENSMUSG00000079018	82.78	87.28	76.9	453.31	628.18	974.28	482.4	158.09	410.18
ENSMUSG00000031548	24.63	24.94	21.19	193.29	88.68	66.89	67.96	110.48	47.93
ENSMUSG00000020052	0.6	0.76	0.5	1.55	2.05	1.16	0.56	0.26	1.08
ENSMUSG00000026180	0.03	0.06	0.03	12.98	2.08	4.43	1.86	2.19	0.57
ENSMUSG00000019772	44.7	48.51	37.27	171.73	55.11	78.59	75.06	41.28	70.42
ENSMUSG00000027224	0.65	0.24	0.41	2.91	1.67	3.64	1.86	1.09	0.59
ENSMUSG00000069874	37.88	10.59	9.82	33.72	50.35	213.77	104.11	46.86	82.15
ENSMUSG00000017453	1.2	0.76	0.91	1.01	1.45	1.58	3.37	3.11	1.68
ENSMUSG00000041930	4.64	2.62	2.42	1.42	0.87	0.57	0.75	1.22	1.44
ENSMUSG00000110368	0.36	0.42	0.37	0.9	1.31	1.66	0.69	0.16	0.29
ENSMUSG00000039783	1.36	1.63	1.15	5.74	4.38	6.58	4.71	2.8	3.18
ENSMUSG00000057604	2.77	2.52	3.43	9.37	9.38	5.9	5.04	3.44	3.93
ENSMUSG00000025321	1.22	1.37	2.08	5.2	3.92	1.75	0.97	0.54	1.28
ENSMUSG00000045680	52.25	36.44	60.7	130.61	109.88	71.33	65.58	85.31	68.06
ENSMUSG00000018459	0.32	0.39	0.38	4.29	2.74	1.45	1.28	1.09	0.63
ENSMUSG00000043290	7.62	5.96	10.86	3.58	5.31	1.66	3.39	4.09	4.42
ENSMUSG00000134964	8.73	5.94	11.45	2.41	3.79	3.53	3.3	5.3	2.69
ENSMUSG00000050075	0.72	0.49	0.16	8.15	4.92	8.41	6.23	3.29	2.81
ENSMUSG00000030707	24.65	27.54	18.94	157.25	85.27	125.59	91.45	80.97	49.3
ENSMUSG00000031871	10.11	8.84	9.46	24.35	23.6	15.07	8.29	7.04	10.11
ENSMUSG00000016918	7.87	7.6	6.03	39.33	17.68	15.09	10.94	11.29	8.03
ENSMUSG00000026938	10.83	9.2	6.8	39	32.64	28.38	18.87	22.71	17.02
ENSMUSG00000030873	19.36	12.7	10.8	4.52	7.82	3.16	4.09	4.14	4.81
ENSMUSG00000004612	1.08	1.31	1.02	4.1	2.18	9.8	9.83	9.19	2.04
ENSMUSG00000026890	0.56	0.57	0.18	1.67	1.97	1.3	0.84	0.7	0.84
ENSMUSG00000010830	12.94	14.65	9.8	23.36	13.79	12.16	17.35	38.17	21.5
ENSMUSG00000063730	3.54	2.97	2.97	2.4	1.76	0.75	3.3	10.58	2.89
ENSMUSG00000094686	95.49	130.94	142.19	460.98	414.55	312.66	201.9	115.76	292.35
ENSMUSG00000024608	1298.77	1608.22	1780.74	1385.41	1037.78	1033.03	1982.46	3368.44	1491.02
ENSMUSG00000018126	79.39	65.5	51.18	20.09	6.77	3.1	22.12	49.75	21.86
ENSMUSG00000113977	11.13	6.58	6.13	12.03	16.08	14.6	15.24	18.29	11.82
ENSMUSG00000001870	16.24	15.34	16.67	36.73	32.58	23.21	18.78	24.66	16.82
ENSMUSG00000035778	7.65	7.68	7.06	25.84	24.27	21.17	13.37	10.36	14.82
ENSMUSG00000022508	5.61	8.57	6.36	15.03	24.51	17.55	8.94	6.61	9.93
ENSMUSG00000039323	27.65	44.65	20.99	6.08	5.66	3.61	8.09	31.09	15.44
ENSMUSG00000074151	7.71	5.85	2.26	19.55	20.3	61.72	28.28	18.26	26.16
ENSMUSG00000053199	1.29	1.57	2.43	1.18	1.11	0.83	2.24	5.95	1.19
ENSMUSG00000059325	51.64	51.99	55.17	28.72	8.49	10.5	24.39	41.94	12.12
ENSMUSG00000120140	3.49	2.5	3.65	13.6	14.32	11.66	9.13	17.05	7.9
ENSMUSG00000013483	22.01	14.7	14.49	17.28	42.5	27.54	9.98	4.96	14.42
ENSMUSG00000035934	3.47	2.6	1.94	6.88	4.66	3.46	2.56	3.64	3.37
ENSMUSG00000037953	4.6	3.48	2.97	0.78	0.11	0.16	2.55	25.4	0.05
ENSMUSG00000127564	1.93	2.86	1.27	53.16	14.42	23.75	17.7	25.26	6.95
ENSMUSG00000026090	50.13	40.81	34.68	11.47	25.34	11.19	12.7	14.97	22.67
ENSMUSG00000022148	11.56	9.34	8.04	70.87	46.77	43.58	32.11	27.31	19.48
ENSMUSG00000020010	0.32	0.1	0.05	0.97	1.04	1.66	1.52	0.64	0.6
ENSMUSG00000035829	3.56	2.59	2.66	0.99	1.6	1.27	0.93	1.04	1.39
ENSMUSG00000137132	3.32	2.94	2.61	0.47	0.28	0.26	0.55	2.03	1.68
ENSMUSG00000030443	1.38	0.5	0.17	1.59	1.98	0.67	1.73	0.56	0.73
ENSMUSG00000127259	42.45	29.77	68.67	73.94	50.26	70.1	112.18	53.55	83.83
ENSMUSG00000006345	1.33	0.71	1.5	16.65	9.7	17.64	13.63	10.79	0.83
ENSMUSG00000052160	12.1	7.94	16.39	52.45	40.53	56.55	34.06	40.22	29.43
ENSMUSG00000018451	5.71	5.49	4.79	8.92	12.27	12.89	5.72	6.75	7.64
ENSMUSG00000040471	39.14	31.14	35.34	18.98	18.77	6.89	17.3	23.84	26.36
ENSMUSG00000001029	5.59	3.31	2.59	8.01	13.26	9.96	5.67	5.8	5.71
ENSMUSG00000027009	4.99	6.81	4.83	13.49	10.48	18.2	8.64	5.26	8.38
ENSMUSG00000004267	10.27	6.28	5.82	20.93	19.03	12.55	10.54	7.05	10.46
ENSMUSG00000027399	0.29	0.28	0.14	6.42	0.94	3	5.62	1.2	1.2
ENSMUSG00000004371	0.88	0.33	0.09	12.19	6.3	4.58	22.59	6.82	0.47
ENSMUSG00000040570	8.8	12.02	8.13	3.51	4.31	1.88	2.75	4.02	9.81
ENSMUSG00000097571	8.49	9.27	11.24	5.66	4.99	4.24	4.56	5.34	3.04
ENSMUSG00000018168	2.36	3.6	2.54	11.69	6.31	5.44	4.72	2.08	3.72
ENSMUSG00000021190	60.59	61.65	59.96	305.09	243.4	209.45	172.17	231.33	126.43
ENSMUSG00000022057	116.18	123.62	149.15	140.76	124.82	98.06	197.13	759.03	137.11
ENSMUSG00000041132	9.35	4.84	7.55	13.75	13.08	17.25	13.48	9.11	7.22
ENSMUSG00000096727	31.47	20.62	14.87	48.8	45.1	139.29	125.33	88.08	98.69
ENSMUSG00000067149	324.07	269.7	218.62	486.01	304.29	603.06	581.32	630.03	684.98
ENSMUSG00000035493	70.01	60.24	55.79	201.81	156.22	132.03	117.58	133.15	95
ENSMUSG00000027456	107.27	93.59	79.78	118.3	173.89	144.99	125.81	154.91	196.58
ENSMUSG00000078886	4.83	9.37	11.39	13.05	9.81	6.12	2.21	3.94	4.96
ENSMUSG00000033576	9.33	8.43	3.52	15.06	21.25	144.22	55.92	45.32	38.32
ENSMUSG00000025270	2.35	1.45	2.04	4.28	7.55	3.35	0.44	1.79	0.35
ENSMUSG00000044350	8.5	9.41	6.3	20.71	12.69	15.17	15.16	14.08	12.23
ENSMUSG00000066319	1.28	0.68	0.35	1.16	2.07	1.25	0.94	0.98	1.52
ENSMUSG00000030921	7.23	5.52	5.58	20.47	24.65	49.7	21.34	10.83	24.47
ENSMUSG00000033032	14.73	10.7	10.78	6.75	6.89	3.31	5.13	7.12	6.14
ENSMUSG00000021624	1.89	1.48	2.47	6.64	3.55	7.03	5.12	2.57	4.4
ENSMUSG00000003617	8.29	7.33	11.58	82.39	44.12	43.06	33.6	30.21	12.86
ENSMUSG00000056666	48.31	36.23	39.56	28.51	26.5	14.02	24.29	30.12	28.03
ENSMUSG00000051906	1.19	1.96	2.51	9.86	5.26	1.89	3.14	6.02	1.71
ENSMUSG00000033220	3.95	4.25	4.12	46.49	16.35	38.49	16.9	16.81	7.79
ENSMUSG00000121505	2.23	4.8	2.98	8.81	12.79	6.3	7.82	3.26	5.53
ENSMUSG00000030929	5.56	7.31	5.86	5.13	4.03	3.15	3.22	4.02	3.87
ENSMUSG00000029075	2.57	0.94	2.38	4.35	4.99	6.68	6.41	3.04	2.12
ENSMUSG00000137200	5.2	15.56	15.38	3.33	2.71	1.15	3.2	5.2	2.96
ENSMUSG00000031538	10.62	10.29	8.65	50.83	40.65	28.68	19.02	17.08	12.11
ENSMUSG00000035109	0.75	0.69	0.74	2.39	2.17	1.15	0.81	0.99	1.09
ENSMUSG00000032357	19.86	20.69	28.58	6.19	10.09	2.26	7	10.41	11.16
ENSMUSG00000029499	3.75	5.28	4.04	2.78	3.22	1.14	4.71	6.9	3.33
ENSMUSG00000030834	4.48	2	4.85	1.02	1.72	0.38	0.78	2.69	0.87
ENSMUSG00000024778	12.19	9.06	11.63	28.14	25.59	33.27	22.49	20.67	20.01
ENSMUSG00000044162	19.57	15.6	13.77	71.22	128.9	98.66	67.24	15.8	74.95
ENSMUSG00000028965	0.53	0.18	0.4	6.81	5.22	4.95	5.13	2.8	1.45
ENSMUSG00000063882	645.59	719.73	696.56	507.21	517.72	437.39	744.12	1243.97	807.85
ENSMUSG00000002603	22.65	19.12	15.84	52.95	43.22	37.53	33.07	33.88	28.02
ENSMUSG00000040950	12.84	8.48	3.92	7.6	17.67	19.64	18.67	12.57	14.45
ENSMUSG00000086657	0.69	3.5	2.92	0.91	1.07	1.24	1.16	2.13	1.05
ENSMUSG00000026043	448.47	437.75	461.7	2411.62	651.13	780.55	675.35	1138.33	421.88
ENSMUSG00000043259	5.12	5.76	5.62	7.24	12.35	8.33	3.87	2.28	3.98
ENSMUSG00000034362	1.28	1.85	1.8	3.63	5.49	7.62	2.11	0.42	2.76
ENSMUSG00000140893	2.29	1.96	2.41	2.91	11.8	8.64	3.43	2.65	2.83
ENSMUSG00000029445	29.06	23.11	31.87	7.66	21.95	12.72	20.97	40.84	19.64
ENSMUSG00000104046	2.01	2.58	1.97	2.5	6.14	6.16	2.87	1.58	2.41
ENSMUSG00000045573	20.97	19.63	15.03	76.88	46.18	54.81	32.14	38.14	22.96
ENSMUSG00000038059	4.36	4.05	3.51	28.96	11.37	12.46	16.06	16.32	7.38
ENSMUSG00000086189	1.65	1.49	2.55	0.48	0.58	0.48	0.32	0.28	0.57
ENSMUSG00000020889	72.49	94.45	122.49	47.76	102.33	49.37	26.28	18.94	42.08
ENSMUSG00000103711	242.94	295.99	322.64	159.48	136.16	75.57	193.65	316.15	242.71
ENSMUSG00000069917	184.78	154.54	229.56	399.26	624.88	348.42	37.13	212.33	100.37
ENSMUSG00000072109	1.97	1.85	0.87	5.91	3.06	2.99	3.43	2.45	3.58
ENSMUSG00000074892	178.7	134.36	116.6	199.31	382.24	263.23	173.27	107.53	250.53
ENSMUSG00000040189	4.13	5.18	5.05	1.77	2.27	1.14	1.87	2.5	3.3
ENSMUSG00000030247	12.58	13.39	12.98	77.81	38.57	22.04	20.38	21.44	17.79
ENSMUSG00000058099	1.83	1.93	1.46	12.38	9.96	11.53	6.34	5.84	4.72
ENSMUSG00000051498	0.85	1.23	1.25	5.62	3.29	6.47	2.51	1.89	4.43
ENSMUSG00000029380	1.05	1.33	1.16	20.84	24.28	19.31	38.5	10.42	5.5
ENSMUSG00000069830	0.07	0.07	0.07	0.48	0.56	0.66	0.24	0.3	0.44
ENSMUSG00000042851	3.89	2.73	6.53	2.32	3.64	2.55	1.61	1.86	1.99
ENSMUSG00000064147	0.36	0.15	0.29	7.99	1.67	7.81	4.38	3.71	2.88
ENSMUSG00000074653	39.52	29.2	38.68	6.72	11.69	6.82	10.22	5.2	15.01
ENSMUSG00000104344	1.71	2.29	1.8	1.28	1.83	1.05	0.56	0.45	0.86
ENSMUSG00000034936	13.58	19.13	13.57	10.55	31.25	23.8	6.43	8.82	10.26
ENSMUSG00000062515	59.35	56.01	88.95	194.83	135.93	160.87	112.18	209.71	158.77
ENSMUSG00000037185	1.19	1.18	1.46	5.46	3.2	5.3	2.07	4.85	2.89
ENSMUSG00000032020	1.19	1.09	1.32	4.67	3.45	4.32	3.09	1.84	2.13
ENSMUSG00000027239	2.97	2.93	5.43	17.67	9.89	8.06	7.52	26.02	5.48
ENSMUSG00000055114	9.14	8.72	11.72	2.09	5.73	3.91	4	11.22	4.85
ENSMUSG00000120514	2.34	3.34	2.46	2.07	1.25	0.46	1.41	1.91	1.71
ENSMUSG00000075122	0.76	0.71	0.61	4.28	2.5	2.85	3.26	1.22	1.92
ENSMUSG00000054892	0	0.44	0.2	1.64	1.05	2.31	0.8	1.54	0.66
ENSMUSG00000038843	41.34	48.4	51.05	20.44	21.75	20.42	16.18	10.05	27.1
ENSMUSG00000041261	1.9	1.65	1.89	3.13	3.55	4.03	4.37	50.38	2.64
ENSMUSG00000009378	3.61	6.25	4.7	3.83	1.44	1.23	1.9	1.24	2.5
ENSMUSG00000120788	0.34	0.68	0.61	20.77	15.4	17.69	11.26	7.37	8.67
ENSMUSG00000031517	1.12	1.28	1.97	3.67	2.84	3.71	2.95	2.55	2.83
ENSMUSG00000076547	25.19	24.82	33.85	54.86	35.46	436.41	69.34	22.62	62.43
ENSMUSG00000111840	2.58	3.25	2.98	0.96	1.14	1.53	0.82	0.22	1.66
ENSMUSG00000000486	6.39	9.41	9.18	31.82	15.76	15.62	16.17	18.23	8.72
ENSMUSG00000066684	1.52	1.07	0.65	11.83	3.11	3.64	2.55	3.71	1.41
ENSMUSG00000055435	10.79	11.43	9.65	27.7	30.73	23.58	11.24	15.75	13.96
ENSMUSG00000021756	45.58	51.59	47.2	133.95	102.71	85.12	51.38	56.35	61.1
ENSMUSG00000017491	1.72	1.23	1.49	1.84	2.11	1.7	0.66	0.67	1.15
ENSMUSG00000026322	13.65	10.06	11.04	1.76	0.85	0.25	2.26	1.84	4.85
ENSMUSG00000036814	7.78	6.46	9.17	2.84	3.03	1.01	3.19	1.87	1.93
ENSMUSG00000033508	0.52	0.69	1.16	9.14	1.67	1.44	1.62	2.1	0.72
ENSMUSG00000029771	7.07	6.13	4.42	20.18	17.89	26.86	19.74	16.37	12.6
ENSMUSG00000047844	10.53	9.13	4.84	1.95	0.94	2.24	2.26	2.35	2.8
ENSMUSG00000095609	1.35	0.37	0.53	6.31	4.29	6.97	3.13	4.1	3.28
ENSMUSG00000028179	36.85	29.76	31.76	17.13	18.42	11.88	32.72	42.71	26.97
ENSMUSG00000030336	2.29	1.65	2.32	4.01	2.08	2.85	2.62	2	2.38
ENSMUSG00000045664	2.07	1.22	1.85	4.02	2.61	3.56	2.98	6.88	3.05
ENSMUSG00000135723	2.27	4.65	5.05	1.98	2.47	0.71	1.91	3.93	1.86
ENSMUSG00000079560	15.48	10.55	8.51	4.89	8.24	4.7	3.97	5.16	4.84
ENSMUSG00000121655	134.74	168.02	147.04	183.66	175.89	224.01	326.74	399.56	304.6
ENSMUSG00000025207	315.14	261.95	320.16	128.34	217.05	77.07	106.92	83.04	174.83
ENSMUSG00000021687	84.35	69.82	82.63	44.59	44.03	32.22	47.6	41.25	59.4
ENSMUSG00000095028	0.13	0.14	0	6.46	2.11	4.19	1.74	1.84	2.22
ENSMUSG00000028976	2.38	1.25	2.28	1.45	0.75	0.33	0.6	1.15	0.36
ENSMUSG00000026222	28.15	23.82	28.8	54.65	60.34	84.14	52.68	37.01	46.31
ENSMUSG00000022220	8.86	2.99	2.27	7.35	8.27	17.67	2.94	2.82	4.41
ENSMUSG00000060675	23.22	19.04	20.82	27.65	24.01	60.04	55.52	41.5	47.91
ENSMUSG00000113769	6.57	5.88	5.71	3.88	3.31	3.1	3.11	6.66	5.07
ENSMUSG00000120198	0.41	1.12	0.94	7.16	2.9	2.34	2.82	1.22	1.38
ENSMUSG00000026494	0.19	0.2	0.17	0.53	0.22	0.22	0.28	1.02	0.32
ENSMUSG00000048332	25.94	33.52	34.56	95.3	54.86	47.03	42.68	59.26	34
ENSMUSG00000025408	25.56	23.7	32.07	33.58	25.35	23.89	27.57	29.63	151.35
ENSMUSG00000022015	0.46	0.41	0.64	5.91	2.04	2.03	1.33	0.79	0.74
ENSMUSG00000115368	0.26	0.76	0.74	5.01	2.71	3.02	4.98	2.11	3.11
ENSMUSG00000059089	1.59	1.3	1.27	47.16	32.26	70.57	44.11	41.7	15.17
ENSMUSG00000039699	29.66	17.94	17.94	24.41	38.6	74.07	64.88	25.27	66.28
ENSMUSG00000046711	169.8	136.68	115	90.02	61.82	39.69	74.65	99.58	78.95
ENSMUSG00000034947	22.41	19.68	17.54	41.05	50.39	45.34	26.92	26.62	36.48
ENSMUSG00000120992	30.94	34.93	18.74	92.14	24.4	46.64	76.63	64.64	35.58
ENSMUSG00000033857	20.29	19.15	22.43	9.67	7.43	5.41	9.18	20.98	8.52
ENSMUSG00000017311	571.73	474.51	464.08	824.72	1144.1	1029.39	727.81	242.38	715.3
ENSMUSG00000023122	26.87	21.53	36.1	11.47	8.97	4.1	10.57	11.62	19.65
ENSMUSG00000035385	6.19	4.38	1.28	59.54	18.54	59.43	84.98	33.52	22.34
ENSMUSG00000024397	8.55	6.93	11.57	58.34	38.35	70.84	58.25	56.83	30.75
ENSMUSG00000027339	11.76	13.06	12.47	33.52	29.26	25.3	17.33	12.78	15.19
ENSMUSG00000067889	13.09	9.37	14.34	1.68	4.56	4.29	2.69	1.23	4.55
ENSMUSG00000094198	80.11	44.04	29.69	60.12	30.35	46.64	58.3	111.95	147.33
ENSMUSG00000105160	0.71	1.08	0.6	3.42	1.11	2.07	1.26	0.75	1.58
ENSMUSG00000016206	7.91	8.56	9.44	21.55	18.04	26.42	18.78	18.55	17.11
ENSMUSG00000117310	93.44	88.82	74.01	154.77	196.98	183.27	120.09	137.37	146.15
ENSMUSG00000070720	19.17	9.7	13.77	17.44	34.99	17.46	7.62	10.92	8.83
ENSMUSG00000061808	43.64	43.99	51.29	4.45	5.14	3.74	7.8	3.92	8.84
ENSMUSG00000138891	0.79	1.43	0.61	1.39	2.47	2	0.41	0.62	0.26
ENSMUSG00000022032	9.59	15.12	13.13	51.88	28.15	17.72	12.09	16.67	8.12
ENSMUSG00000038717	384.22	456.65	396.39	379.83	351.43	375.34	599.72	831.63	566.85
ENSMUSG00000035352	4.4	4.16	2.52	14.67	12.16	22.77	24.32	20.65	20.4
ENSMUSG00000135122	20.72	19.02	15.91	55.35	52.23	49.46	36.62	21.52	35.99
ENSMUSG00000085133	6.05	7.36	7.5	2.55	2.71	2.41	2.13	2.76	3.93
ENSMUSG00000109715	0.82	1.6	0.8	2	2.96	1.65	0.57	1.49	0.73
ENSMUSG00000008845	7.51	10.06	8.93	50.6	49.76	24.06	17.73	18.85	13.29
ENSMUSG00000032487	7.92	2.85	2.67	7.87	9.37	6.8	26.98	8.35	7.66
ENSMUSG00000036908	50.43	37.54	32.88	104.21	96.56	110.13	81.1	84.28	72.44
ENSMUSG00000110573	251.11	222.47	367.01	59.92	113.96	55.82	102.6	239.37	136.29
ENSMUSG00000029322	1110.92	1133.24	1040.79	2053.44	3470.51	4133.31	2472.25	1444.04	2900.78
ENSMUSG00000029361	5.27	4.09	2.68	8.95	8.68	7.36	3.95	3.28	4.57
ENSMUSG00000086474	4.32	4.31	7.19	18.74	54.97	40.58	23.08	6.21	11.76
ENSMUSG00000042499	26.47	20.74	24.47	8.25	15.15	7.68	1.75	3.22	6.17
ENSMUSG00000003863	15.72	12.35	10.24	4.22	4.73	2.46	7.53	30.48	13.17
ENSMUSG00000075033	0.33	0.36	0.68	1.96	1.01	1.35	1	0.89	0.57
ENSMUSG00000029377	7.63	4.59	1.63	51.56	24.19	25.65	64.28	21.59	32.48
ENSMUSG00000069609	0	0.84	0	9.17	3.47	1.31	2.38	5.1	3.73
ENSMUSG00000057280	2.59	2.34	2.74	6.02	6.8	3.69	1.99	1.18	2.5
ENSMUSG00000079339	122.68	101.76	137.73	148.93	298.86	491.05	281.63	86.66	276.45
ENSMUSG00000037944	1.83	1.97	0.73	9.24	14.74	12.76	15.2	3.35	6.5
ENSMUSG00000040978	1.16	1.2	1.11	0.28	0.58	0.41	0.58	0.37	0.9
ENSMUSG00000052305	143.46	141.31	200.58	364.86	570.25	366.37	48.3	291.97	110.43
ENSMUSG00000039634	0.95	1.16	0.96	2.71	2.35	1.96	1.48	1.33	1.94
ENSMUSG00000073492	0.29	0.45	0.27	1.55	1.51	1.14	0.48	0.68	0.46
ENSMUSG00000079547	15.97	16.03	13.33	47.87	42.44	70.27	90.02	73.7	54.85
ENSMUSG00000029314	3.36	1.75	3.28	6.68	5.52	8.16	5.21	10.44	7.12
ENSMUSG00000129327	3.63	9.09	1.51	154	46.24	58.74	39.51	53.62	18.99
ENSMUSG00000038543	5.65	4.78	5.99	15.32	21.1	17.01	14.08	17.79	12.17
ENSMUSG00000097283	1.09	0.89	0.68	0.7	1.08	0.55	0.32	0.32	0.34
ENSMUSG00000022769	25.25	24.42	21.21	56.1	50.01	46.58	45.55	46.98	87.66
ENSMUSG00000072999	124.74	165.03	119.18	41.27	77.5	10.86	36.28	16.83	87.16
ENSMUSG00000031444	0	0.21	0.52	8.52	3.55	9.44	3.02	1.58	2.34
ENSMUSG00000030787	20.2	24.09	22.91	52.86	58.51	36.13	20.39	12.07	32.62
ENSMUSG00000056737	51.9	47	44.84	185.47	94.47	111.06	97.1	77.27	98.42
ENSMUSG00000043460	1.87	2.25	1.58	0.55	1.46	0.67	0.41	0.62	0.79
ENSMUSG00000020072	18.87	18.96	24.51	3.5	6.3	4.67	7.55	11.42	7.86
ENSMUSG00000038264	6.74	6.03	6.7	20.97	14.24	17.89	11.59	10.61	7.38
ENSMUSG00000015766	86.13	80.45	60.02	98.85	184.84	181.49	91.59	43.14	98.03
ENSMUSG00000032093	1.18	1.96	1.51	8.2	5.06	6.74	5.98	6.98	1.7
ENSMUSG00000043366	7.34	11.7	9.91	5.29	4.99	3.22	2.77	3.03	4.76
ENSMUSG00000020581	1341.38	1517.46	972.39	694.35	1073.9	824.17	1463.36	2105.72	2059.37
ENSMUSG00000027952	22.98	23.13	25.9	40.53	30.71	31.11	40.3	37.64	44.68
ENSMUSG00000132887	6.17	5.11	5.26	4.27	1.55	1.54	2.42	3.84	2.74
ENSMUSG00000026380	116.83	104.75	79.15	51.47	56.7	40.73	42.11	36.56	103.74
ENSMUSG00000031502	140.45	114.94	83.46	342.48	281.01	158.91	125.65	166.77	110.15
ENSMUSG00000034324	3.14	2.76	3.28	0.31	1.15	0.93	0.39	0.35	0.72
ENSMUSG00000066361	0.68	0.45	0.57	4.1	6.73	6.16	1.7	1.93	1.7
ENSMUSG00000015879	1.37	2.31	1.49	0.36	0.59	0.21	0.14	0.12	0.45
ENSMUSG00000021217	3.44	4.01	3.65	7.62	7.86	6.02	3.56	5.35	4.71
ENSMUSG00000028864	6.22	4.94	6.48	47.28	27.76	19.07	16.78	9.12	17.41
ENSMUSG00000034457	1.69	2.13	1.07	1.16	0.98	0.97	0.81	0.96	0.46
ENSMUSG00000013846	6.68	6.91	3.99	35.21	22.21	15.25	12.05	13.68	9.65
ENSMUSG00000141894	3.68	1.78	12.67	7.97	9.77	12.93	41.18	19.1	33.16
ENSMUSG00000010311	8.22	17.51	11.04	1.05	4.17	4.64	3.86	3.83	12.33
ENSMUSG00000044461	47.91	39.36	63.74	5.8	18.38	6.03	9.52	19.31	17.13
ENSMUSG00000001750	40.51	40.57	30.62	72.85	77.2	81.85	47.62	53.31	49.14
ENSMUSG00000046808	1.86	1.67	2.13	4.64	3.73	5.2	1.77	2.27	2.09
ENSMUSG00000123750	18.95	18.54	16.7	72.63	46.83	61.65	52.39	41.07	35.37
ENSMUSG00000031613	136.55	156.77	159.46	52.1	71.5	62.16	78.93	132.73	122.29
ENSMUSG00000044294	2.08	1.57	1.19	15.69	4.36	1.46	4.82	0.43	5.66
ENSMUSG00000058921	16.98	15.21	16.66	6.9	9.34	2.91	5.96	7.79	8.51
ENSMUSG00000026866	0.47	0.62	0.7	2.87	0.56	2.29	2.84	1.06	1.21
ENSMUSG00000028019	3.19	4.98	4.01	9.62	9.04	9.39	6.32	7.85	4.5
ENSMUSG00000025492	144.63	168.86	149.62	835.62	483.44	899.08	604.29	598.89	440.53
ENSMUSG00000063458	1.84	1.81	1.34	3.9	2.33	4.31	4.6	4.32	1.57
ENSMUSG00000021298	2.16	1.41	1.28	9.82	6.85	10.02	8.11	4.78	3.17
ENSMUSG00000030935	196.3	228.32	167.53	117.55	33.16	13.49	68.95	47.9	121.85
ENSMUSG00000104063	0.97	0.89	0.86	2.02	1.68	2.06	1.07	1.1	1.09
ENSMUSG00000053063	1.06	0.96	1.71	7.35	3.47	8.4	5.28	5.35	2.88
ENSMUSG00000018924	1.07	2.58	1.83	12.4	1.21	14.14	3.25	6.06	1.14
ENSMUSG00000048040	0.62	2.09	1.22	6.34	2.57	2.46	3.05	4.71	1.82
