geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000060572	5.04	5.93	5.34	22.94	13.1	9.94	13.66	31.11	5.57
ENSMUSG00000030428	5.58	4.62	3.09	13.65	11.49	15.32	11.77	9.26	7.44
ENSMUSG00000021662	22.94	17.6	20.08	8.84	9.54	4.51	6.23	9.96	10.04
ENSMUSG00000027737	0.82	1.05	0.74	4.39	1.55	1.57	1.93	0.92	2.08
ENSMUSG00000058396	1.45	1.7	1.3	3.24	3.77	3.14	1.29	0.94	1.6
ENSMUSG00000020623	14.89	11.03	15.28	9.73	6.85	2.53	7.06	11.04	8.58
ENSMUSG00000022123	7.55	7.22	9.86	2.66	2.31	2.07	2.01	0.79	2.45
ENSMUSG00000016763	8.88	9.14	9.55	41.13	29.46	15.36	16.05	22.95	10.34
ENSMUSG00000022876	1.47	2.03	1.11	15.07	10.93	10.2	10.52	4.19	5.01
ENSMUSG00000049130	5.48	9.84	2.91	31.28	16.38	14.81	11.69	15.08	13.18
ENSMUSG00000045094	7.69	8.75	8.88	5.29	12.96	11.89	4.42	3.82	6.57
ENSMUSG00000026548	2.14	1.69	3.67	4.34	4.34	4.28	7.51	5.55	3.98
ENSMUSG00000067768	1.01	1.74	3.07	5.17	2.94	3.49	3.1	2.67	1.23
ENSMUSG00000052087	2.48	2.46	2.22	6.53	3.36	3.49	2.31	3.81	2.02
ENSMUSG00000047786	3.27	4.68	4.82	2.92	1.55	2.64	1.55	1.2	2.31
ENSMUSG00000042684	2.14	1.75	1.78	16.81	10.32	9.69	7.05	7.86	6.08
ENSMUSG00000033355	14.14	9.01	10.37	24.03	29.21	75.71	59.91	34.04	45.59
ENSMUSG00000061576	1.27	1.75	0.99	2.94	2.43	2.39	1.36	2.01	1.46
ENSMUSG00000039519	1.09	1.65	1.86	15.48	4.55	5.05	4.61	7.76	2.23
ENSMUSG00000030724	4.99	10.89	4.38	22.5	8.3	5.95	7.59	1.36	5.5
ENSMUSG00000017830	7.65	4.11	6.72	10.46	13.58	21.44	15.76	9.16	17.34
ENSMUSG00000035226	5.9	6.11	5.38	1.02	0.57	0.46	1.51	0.38	2.57
ENSMUSG00000109564	0.11	0	0.11	0.68	0.27	0.93	0.81	0.45	0.52
ENSMUSG00000033777	1.56	1.52	1.35	12.23	6.44	9.44	4.37	5.11	4.14
ENSMUSG00000069920	8.47	5.7	6.02	15.46	11.39	13.74	6.85	8.39	7.25
ENSMUSG00000033644	0.18	0.12	0.08	0.59	0.33	0.48	0.5	0.55	0.07
ENSMUSG00000076752	0.64	0.12	0	2.29	2.75	1.48	2.24	3.93	1.33
ENSMUSG00000047945	57.67	44.89	47.79	141.88	150.66	138.08	59.88	58.31	46.22
ENSMUSG00000029798	8.89	5.13	3.53	7.89	10.11	31.78	15.44	6.51	14.04
ENSMUSG00000038530	6.99	9.92	7.76	20.4	16.59	15.19	7.51	9.1	10
ENSMUSG00000061911	0.41	0.29	0.39	0.59	0.53	0.59	0.59	0.23	0.22
ENSMUSG00000050982	3.96	0.7	0.65	5.02	23.83	92.37	133.9	231.71	117.67
ENSMUSG00000034353	28.51	21.45	24.55	9.07	14.68	9.74	15.55	37.66	16.56
ENSMUSG00000090164	0.7	0.43	0.72	2.1	1.8	5.71	1.88	2.36	2.48
ENSMUSG00000041445	8.5	7.94	7.07	15.9	16.83	12.53	5.27	5.68	7.36
ENSMUSG00000015533	9.65	6.12	3.82	8.32	4.21	2.91	7.14	16.19	5.19
ENSMUSG00000086549	22.59	20.92	15.41	8.79	9.13	5.65	7.98	10.33	16.94
ENSMUSG00000010601	8.33	5.23	4.06	8.5	12.32	21.22	11.94	15.62	16.76
ENSMUSG00000079419	8.97	8.58	5.89	61.23	52.6	83.6	44.02	37.2	31.4
ENSMUSG00000027225	15	7.22	8.1	135.44	159.95	174.06	101.33	60.17	54.97
ENSMUSG00000020399	1.64	1.76	1.35	5.96	4.33	4.69	3.74	2.83	3.07
ENSMUSG00000068606	0.26	0.06	0.12	0.73	0.42	6.93	5.82	3.42	2.47
ENSMUSG00000055421	0.94	1.28	0.63	3.11	1.62	1.54	0.76	0.77	1.27
ENSMUSG00000074355	1.31	1.44	1.67	1.01	0.79	0.21	0.51	0.79	0.86
ENSMUSG00000109243	0.32	0.27	0.19	0.98	1.04	0.97	0.57	0.38	0.74
ENSMUSG00000027797	4.92	5.26	5.44	15.02	8.89	9.92	5.06	8.98	5.27
ENSMUSG00000024053	9.35	4.63	6.02	23.56	11.58	15.61	6.91	5.13	6.14
ENSMUSG00000020654	3.26	3.11	2.65	7.95	8.25	4.68	3.67	5.22	2.88
ENSMUSG00000018899	140.62	82.68	69.85	110.35	156.31	371.94	263.71	142.38	241.14
ENSMUSG00000019278	34.69	31.03	20.01	34.83	35.49	23.31	51.54	184.07	39.08
ENSMUSG00000069516	154.56	181.27	208.54	1046.09	804.19	1165.94	815.07	704.76	589.89
ENSMUSG00000074607	2.47	1.8	1.06	2.81	5	3.76	2.06	0.82	2.38
ENSMUSG00000029816	5.01	4.59	4.83	37.34	22.19	22.62	11.99	8.89	12.09
ENSMUSG00000037921	6.21	3.76	4	5.91	7.05	14.88	16.11	6.94	14.07
ENSMUSG00000028957	15.92	15.94	19.78	5.95	12.55	4.41	2.67	4.04	4.22
ENSMUSG00000021340	6.51	5.03	7.03	1.65	1.32	0.96	1.82	3.08	1.46
ENSMUSG00000027400	0.62	0.42	0.15	2.99	0.46	0.87	1.2	1.81	0.87
ENSMUSG00000039316	7.85	6.53	5.85	19.75	14.28	13.86	8.96	10.88	9.59
ENSMUSG00000081884	4.24	3.83	5.27	1.18	0.5	0.45	0.58	3.47	2.06
ENSMUSG00000028133	5.7	4.75	7.96	3.75	1.54	1.71	2.02	4.13	1.97
ENSMUSG00000061780	55.41	33.05	32.34	64.85	90.63	305.58	56.48	92.99	108.9
ENSMUSG00000040829	3.1	2.23	2.21	9.49	10.02	7.02	7.32	6.29	4.08
ENSMUSG00000024529	5.75	6.25	5.23	50.02	13.43	26.68	15.26	33.32	5.74
ENSMUSG00000100680	6.1	5.95	7.4	3.67	1.1	2.21	2.59	3.99	2.58
ENSMUSG00000022629	35.04	31.7	24.75	16.24	17.22	12.82	13.44	11.08	24.98
ENSMUSG00000001095	44.84	27.25	28.4	80.65	184.42	77.18	69.72	77.62	58.06
ENSMUSG00000076937	20.37	29.89	23.97	48.99	24.11	31.41	58.17	50.42	34.91
ENSMUSG00000025026	82.77	92.15	110.33	57.11	37.76	33.96	33.22	39.58	44.52
ENSMUSG00000047205	6.93	6.26	4.26	3.22	2.63	1.83	2.85	3.25	4.46
ENSMUSG00000121353	1.07	1.59	0.63	38.78	12.91	13.22	12.55	9.69	1.92
ENSMUSG00000021123	0.67	0.95	0.35	5.07	1.74	1.21	1.06	1.65	0.66
ENSMUSG00000035692	14.74	11.41	7.83	45.87	46.78	172.21	156.96	94.76	116.78
ENSMUSG00000029851	14.2	12.79	19.62	10.77	4.8	3.54	5.33	6.04	6.04
ENSMUSG00000060509	0.58	0.27	0.45	0.56	0.93	1.49	1.56	1.26	0.82
ENSMUSG00000009628	1.51	2.52	2.16	0.67	2.18	0.89	0.3	0.08	0.63
ENSMUSG00000076501	10.56	16.02	17.38	41.42	30.8	71.05	9.03	8.35	45.03
ENSMUSG00000026875	5.91	8.36	6.29	16.81	17.93	14.4	14.01	12.2	7.77
ENSMUSG00000026211	5.78	4.28	3.68	12.01	11.58	8.65	5.15	6.8	4.6
ENSMUSG00000001739	17.44	18.14	11.06	14.51	6.14	2.74	25.35	108.78	6.14
ENSMUSG00000120903	2.6	3.9	4.72	1.68	1.85	0.5	1.64	1.3	2.12
ENSMUSG00000056648	1	0.9	0.76	1.34	1.28	0.88	0.87	13.24	0.64
ENSMUSG00000037025	48.13	28.06	29.2	11.73	16.73	5.89	14.48	8.57	17.01
ENSMUSG00000047562	2.1	0.72	1.24	91.23	11.45	10.05	49.95	30.91	3.91
ENSMUSG00000024087	0.15	0.2	0.03	0.86	0.17	1.06	0.4	2.54	0.11
ENSMUSG00000058163	2.59	0.52	0.99	4.16	12.78	29.49	15.74	7.08	11.83
ENSMUSG00000064246	0.35	0.26	0.33	58.12	20.77	12.28	6.56	4.31	3.94
ENSMUSG00000091845	51.26	47.94	48.66	37.98	26.64	36.8	64.91	94.07	43.5
ENSMUSG00000087088	6.19	3.75	6.11	5.4	2.14	2.51	2.17	2.96	2.7
ENSMUSG00000056501	35.08	16.92	9.89	60.63	106.04	94.62	39.12	31.42	35.71
ENSMUSG00000025902	2.73	3.58	3.01	7.62	15.3	6.61	2.26	2.96	2.81
ENSMUSG00000005124	1.42	1.89	1.55	5.52	2.5	3.04	2.21	2.09	2.19
ENSMUSG00000091756	1.94	2.1	1.94	1.1	1.34	1.21	0.57	0.62	0.89
ENSMUSG00000084796	2.79	4.84	2.97	13.75	6.44	9.06	6.23	5.02	2.23
ENSMUSG00000044716	9.02	4.22	5.22	0.81	0.37	0.22	1.37	1.1	1.99
ENSMUSG00000040703	61.2	58.28	66.33	19.23	35.33	11.64	17.01	37.01	28.23
ENSMUSG00000063286	1.91	2.45	1.64	6.24	4.94	11.05	3.9	1.51	3.38
ENSMUSG00000026358	29.91	23.3	21.1	26.92	49.9	60.96	19.46	27.53	19.61
ENSMUSG00000068246	1.45	1.97	0.69	1.31	3.24	8.39	5.36	6.16	4.13
ENSMUSG00000000682	58.19	56.18	49.51	278.06	154.94	277.74	246.14	221.26	125.73
ENSMUSG00000091649	0.9	0.44	1.2	5.03	5.83	13.78	9.62	12.88	9.01
ENSMUSG00000132193	1.46	0.46	0.5	0.33	1.54	7.38	5.98	2.15	3.09
ENSMUSG00000085773	3.46	2.66	1.72	2.4	6.74	5.69	1.37	0.52	1.15
ENSMUSG00000034028	1.57	0.97	0.22	0.7	1.82	3.92	2.69	2.14	0.83
ENSMUSG00000110393	1.74	2.88	3.17	2.85	1.59	1.27	0.81	1.36	0.96
ENSMUSG00000047880	0.91	2.32	1.71	8.1	2.32	2.69	1.62	1.03	1.89
ENSMUSG00000052819	85.9	43.41	51.07	11.19	18.06	7.55	14.55	1.56	16.2
ENSMUSG00000020357	7.03	5.45	6.13	12.1	12.98	8.7	4.58	2.64	6.53
ENSMUSG00000057863	1363.48	1563.06	1667.42	1057.98	881.76	954.61	1694.65	2544.84	1316.47
ENSMUSG00000020424	3.29	2.52	3.12	5.98	7.09	5.14	2.85	4.5	1.97
ENSMUSG00000019055	18.17	16.08	15.7	37.02	33.55	25.95	18.61	23.09	15.37
ENSMUSG00000078876	0.58	0.51	0.67	0.29	0.54	0.41	0.12	0.17	0.08
ENSMUSG00000063060	0.76	0.58	1.06	2.46	1.82	1.4	1.11	0.7	0.92
ENSMUSG00000037217	2.34	1.73	1.11	3.33	3.78	3.13	1.56	1.16	2
ENSMUSG00000037922	1.83	2.8	3.27	12.28	4.42	3.9	2.68	1.97	3.12
ENSMUSG00000050640	0.66	0.9	0.65	2.02	3.61	2.64	3.01	0.46	0.64
ENSMUSG00000038415	9.9	6.36	6.37	3.77	6.06	1.12	2.2	1.09	3.36
ENSMUSG00000000693	3.1	3.74	2.14	9.75	10.64	6.3	3.68	5.66	5.25
ENSMUSG00000031278	11.7	11.56	8.55	35.24	18.27	17.89	19.61	13.81	20.82
ENSMUSG00000040447	5.05	3.96	5.47	14.46	12.65	8	6.61	6.07	7
ENSMUSG00000021281	23.06	11.66	6.53	38.21	61.21	113.33	43.8	23.47	37.12
ENSMUSG00000040061	2.83	2.58	1.39	6.64	6.59	5.18	5.23	4.08	3.05
ENSMUSG00000043931	1.02	1.87	1.98	9.26	2.76	3.7	6.42	6.14	2.07
ENSMUSG00000087327	9.99	7.76	9.7	3.28	4.35	4.13	4.84	7.7	8.23
ENSMUSG00000025854	4.25	3.43	3.33	14.02	6.44	8.68	1.71	5.83	4.95
ENSMUSG00000128093	1.79	2.24	2.46	6.3	3.98	7.64	7.49	6.61	2.67
ENSMUSG00000031112	8.14	8.79	8.21	4.36	2.43	3.38	2.05	2.08	4.17
ENSMUSG00000035042	9.92	4.24	5.52	33.38	64.53	61.85	56.93	45.85	14.6
ENSMUSG00000009292	2.55	1.72	3.27	8.53	9.77	8.19	4.66	3.41	3.62
ENSMUSG00000021236	66.92	73.47	71.16	41.93	45.14	26.85	48.08	72.39	70.78
ENSMUSG00000014850	13.31	13.57	13.31	10.69	5.39	4.14	6.48	9.69	6.5
ENSMUSG00000043263	1.43	1.67	1.49	12.21	6.95	18.49	8.24	5.34	4.66
ENSMUSG00000020598	0.42	1.31	1.46	1.54	0.88	1.21	0.77	0.87	0.94
ENSMUSG00000073902	0.81	0.93	0.59	6.41	4.68	11.33	4.06	2.14	3.09
ENSMUSG00000050989	8.79	8.55	7.08	21.3	18.17	13.89	9.86	13.66	9.83
ENSMUSG00000069972	154.64	170.5	181.73	127.88	100.48	137.3	280.33	305.8	160.54
ENSMUSG00000024042	7.01	4.2	3.65	11.48	16	11.84	5.03	4.87	5.4
ENSMUSG00000025165	4.55	3.55	6.79	5.99	14.11	24.37	14.4	6.9	15.68
ENSMUSG00000094433	95.38	75.14	65.43	62.14	232.38	134.1	95.62	169.53	202.25
ENSMUSG00000101036	5.46	4.5	3.93	3.46	4.83	4.78	5.92	14.63	8.01
ENSMUSG00000034066	17	14.1	11.76	6.78	8.15	4.01	5.77	7	8.32
ENSMUSG00000041679	2.83	2	3.05	1.08	1.26	0.66	1.75	1.33	1.03
ENSMUSG00000073530	3.13	2.34	2.5	14.99	5.02	3.84	3.97	5.23	3.9
ENSMUSG00000121828	1.51	4.68	4.75	1.86	4.54	1.33	2.79	1.72	3.1
ENSMUSG00000028268	17.69	6.72	7.01	24.02	28.99	141.21	63.1	30.39	47.88
ENSMUSG00000031616	10.56	9.77	8.8	44.29	27.53	17.05	18.72	18.78	17.33
ENSMUSG00000071715	5.96	8.2	9.08	37.21	19.01	30.66	16.33	16.71	13.98
ENSMUSG00000121767	1.85	1.32	1.56	0.51	0.18	0.21	0.59	1.43	0.1
ENSMUSG00000030148	3.45	2.96	8.16	31.87	22.27	15.95	23.74	30.93	10.54
ENSMUSG00000048373	40.43	48.06	33.24	41.43	30.25	13.51	40.93	58.86	53.83
ENSMUSG00000039676	6.1	6.94	4.47	1.31	2.48	0.94	1.01	1.09	3.85
ENSMUSG00000117964	1.19	0.46	0.32	2.04	1.31	6.94	2.62	0.65	1.46
ENSMUSG00000076613	7.04	6.21	5.5	59.6	25.25	23.94	29.46	1.86	10.67
ENSMUSG00000019990	4.08	3.71	4.02	12.14	8.93	6.19	4.51	4.3	4.2
ENSMUSG00000022126	0	0.2	0.07	12.45	2.88	8.45	6	0.96	0.76
ENSMUSG00000039252	1.09	2.01	0.9	41.54	9.58	8.64	9.53	20.45	3.55
ENSMUSG00000027074	38.2	34.54	25.97	84.08	81.1	78.2	46.15	43.77	37
ENSMUSG00000000244	0.65	1.44	1.92	8.29	3.44	4.4	4.82	2.53	2.68
ENSMUSG00000032373	3.34	3.61	2.07	9.67	4.99	4.26	5.06	27.89	3.26
ENSMUSG00000047842	0.86	1.4	1.18	0.48	0.65	0.8	1.18	2.68	1.63
ENSMUSG00000060716	47.2	37.74	33.82	19.51	23.19	11.05	17.51	15.58	34.89
ENSMUSG00000024842	0.19	0.93	0.4	1.87	1.31	1.61	0.98	1.01	0.68
ENSMUSG00000030711	165.37	166.65	135.25	38.88	60.65	27.88	84.55	170.39	120.09
ENSMUSG00000121486	8.9	6.11	6.08	7.37	3.32	3.17	3.38	2.99	2.24
ENSMUSG00000035561	133.95	122.2	125.84	41.66	47.26	29.58	65.44	165.05	55.68
ENSMUSG00000026784	24.87	22.3	17.99	23.47	9.39	7.13	18.44	28.05	20.68
ENSMUSG00000090124	111.8	102.37	79.51	56.79	56.09	32.08	57.95	87.14	91.54
ENSMUSG00000015968	4.93	4.51	4.06	12.24	9.41	6.9	6.1	6.14	4.52
ENSMUSG00000097705	2.73	4.31	3.77	18.24	11.41	11.46	6.82	6.11	5.88
ENSMUSG00000066682	0.45	1.99	1.09	6.9	2.98	5.12	3.93	2.72	2.67
ENSMUSG00000039109	11.52	10.52	12.21	36.44	40.87	31	17.97	21.24	19.43
ENSMUSG00000008398	8.56	9.7	8.77	28.45	17.67	17.6	13.29	14.3	12.4
ENSMUSG00000030468	1.33	2.37	4.33	9.81	3.93	3.4	2.44	0.89	1.93
ENSMUSG00000097084	3.95	3.82	2.68	0.73	1.28	0.56	1.75	2.91	1.36
ENSMUSG00000139288	16.29	15.57	22.98	1.83	0.76	0	3.42	8.69	3.72
ENSMUSG00000044156	81.34	71.85	76.49	29.88	50.64	31.49	52.62	79.95	67.64
ENSMUSG00000002992	3.22	6.39	3.19	18.4	14.43	10.54	15.1	10.04	3.07
ENSMUSG00000026395	14.75	15.26	11.95	78.22	44.67	70.84	38.3	27.86	28.4
ENSMUSG00000121920	3.47	7.31	8.24	5.41	4.88	4.47	1.18	2.19	2.66
ENSMUSG00000028931	4.77	4.05	3.47	10.43	9.95	10.84	5.73	4.69	5.72
ENSMUSG00000071856	11.5	9.81	11.38	5.49	5.4	4.59	3.01	3.6	3.35
ENSMUSG00000002228	27.97	31.63	26.08	29.14	64.17	32.62	8.37	10.84	19.09
ENSMUSG00000055373	10	10.19	12.52	0.45	0.43	0.17	0.79	0.08	0.71
ENSMUSG00000139315	0.41	4.3	0.42	46.27	24.65	21.04	12.58	10.53	5.2
ENSMUSG00000074622	17.23	13.18	11.03	51.85	58.01	33.8	24.6	26.18	19.78
ENSMUSG00000021614	9.86	12.21	8.72	52.48	24.51	23.66	13.52	15.54	17.76
ENSMUSG00000002699	2.75	2.61	1.91	19.88	14.79	15.82	12.58	8.61	5.5
ENSMUSG00000012519	12	11.96	8.68	18.84	18.6	31.92	22.87	16.2	30.68
ENSMUSG00000041134	5.02	4.68	4.8	11.59	12.5	9.46	4.54	2.38	6.82
ENSMUSG00000074677	0.18	0.18	1.01	21.19	11.39	21.49	11.57	9.72	6.91
ENSMUSG00000042784	13.29	9.48	13.16	22.92	42.64	46.71	26.78	3.26	13.08
ENSMUSG00000021806	5.45	4.47	9.04	18.79	10.48	7.34	5.91	9.18	5.81
ENSMUSG00000066362	52.78	67.83	28.68	13.57	16.77	26.56	37.14	48.14	54.36
ENSMUSG00000030742	0.87	1.69	1.22	11.08	4.64	9.46	7.31	9.12	2.51
ENSMUSG00000058914	16.13	17.13	11.95	2.51	3.43	4.26	7.26	13.08	6.12
ENSMUSG00000007805	1.5	2.08	1.57	5.74	3.51	3.84	3.9	3.73	2.59
ENSMUSG00000142008	2.02	2.39	2.41	0.67	1.69	0.58	1.49	1.28	1.31
ENSMUSG00000016458	0.25	0.26	0.04	2.16	0.55	2.23	0.94	1.97	0.36
ENSMUSG00000097391	1.62	0.75	1.25	2.67	2.27	3.53	2.25	2.93	1.52
ENSMUSG00000045761	0.03	0.19	0.06	2.27	1.54	0.86	0.2	0.76	0.19
ENSMUSG00000004707	1.23	1.34	1.59	9.85	4.65	6.66	5.49	4.98	3.13
ENSMUSG00000078670	41.06	49.45	39.62	18.6	24.23	16.29	25.94	40.69	38.33
ENSMUSG00000050370	2.98	1.86	2.26	7.18	17.28	8.52	9.66	5.55	7.02
ENSMUSG00000075010	177.64	139.46	149.59	256.22	415.9	970.07	900.29	477.96	765.09
ENSMUSG00000026826	3.2	2.26	1.08	3.82	2.96	2.63	4.36	2.44	3.6
ENSMUSG00000027840	9.2	7.65	7.48	20.35	22.68	13.56	8.3	9	11.5
ENSMUSG00000025491	43.27	43.46	34.04	817.83	381.09	420.5	281.04	260.61	145.84
ENSMUSG00000032690	1.6	0.95	0.38	5.92	8.85	14.08	6.43	5.03	4.57
ENSMUSG00000022586	1.68	0.36	0.53	4.92	5.48	22.99	8.32	2.89	6.54
ENSMUSG00000045382	3.81	6.25	4.24	25.15	15.16	20.6	10.55	7.98	11.57
ENSMUSG00000000037	2.26	0.98	1.61	0.69	2.77	1.95	1.13	0.51	0.69
ENSMUSG00000030220	21.4	20.93	23.13	122.29	67.25	111.96	74.15	67.75	44.7
ENSMUSG00000025967	631.47	712.99	913.58	595.01	344.71	333.22	680.75	1083.33	509.95
ENSMUSG00000086564	0.22	0.16	0.21	0.99	0.79	0.54	0.73	0.58	0.11
ENSMUSG00000110317	2.43	2.6	3.41	2.02	1.9	1.27	0.5	1.28	1.33
ENSMUSG00000004296	0.26	0.35	0.1	0.75	1.4	1.35	2.9	0.53	2.86
ENSMUSG00000023913	13.93	17.25	15.33	90.76	57.51	75.65	46.25	46.92	26.34
ENSMUSG00000019817	3.38	4.37	3.79	5.94	7.55	8.17	6.07	6.72	5.32
ENSMUSG00000039934	2.47	2.82	2.39	9.8	5.83	10.61	7.09	5.58	5.23
ENSMUSG00000022894	1.18	1.95	1.68	4.19	3.47	2.49	1.6	2.14	1.55
ENSMUSG00000043110	0.07	0.09	0	1.19	0.21	1.41	0.88	0.74	0.27
ENSMUSG00000001819	120.64	108.31	133.59	59.08	82.85	38.13	21.14	2.59	45.52
ENSMUSG00000032089	4.13	2.98	3.21	17.96	13.73	25.13	15.44	12.27	7.87
ENSMUSG00000002266	0.24	0.27	0.12	0.63	0.86	0.44	0.28	0.31	0.16
ENSMUSG00000104445	2.04	0.75	1.18	0.54	1.11	0.75	1.73	2.38	2.61
ENSMUSG00000050747	8.35	3.35	2.43	51.04	119.21	200.16	56.62	22.55	51.17
ENSMUSG00000046006	0.14	0.32	0.4	4.25	1.26	1.78	2.33	2.34	0.79
ENSMUSG00000005373	27.76	15.54	10.14	4.47	2.84	1.65	3.11	4.88	2.85
ENSMUSG00000038178	8.93	7.66	10.98	18.01	20.83	13.63	10.3	13.06	10.75
ENSMUSG00000040694	5.09	4.8	6.6	1.61	5.1	3.26	1.08	0.74	2.24
ENSMUSG00000022878	2.34	3.36	4.74	9.36	5.74	20.75	7.4	17.53	12.96
ENSMUSG00000053219	11.99	12	17.42	10.46	3.09	2.8	6.78	4.29	9.77
ENSMUSG00000035811	13.79	12.73	11.4	0.75	1.04	0.54	2.32	6.08	2.55
ENSMUSG00000026068	0.52	0.43	0.48	4.2	3.9	4.84	3.39	2.15	1.17
ENSMUSG00000054545	36.32	29.02	26.86	23.75	27.31	16.96	34.33	108.86	29.8
ENSMUSG00000085184	4.64	5.77	5.12	1.09	3	0.91	2.11	1.76	3.61
ENSMUSG00000013974	0.54	0.39	0.58	10.44	2.25	6.78	2.42	2.65	2.05
ENSMUSG00000118370	4.99	5.04	7.23	1.13	3.39	1.7	0.85	0.33	1.61
ENSMUSG00000039313	1.56	1.09	3.04	0.09	0.34	0.24	0.05	0.03	0.56
ENSMUSG00000052117	74.53	66.27	73.21	20.63	24.17	10.48	28.93	18.73	43.03
ENSMUSG00000017344	2.81	2.17	1.75	5.14	6.32	11.47	10.69	5.85	2.15
ENSMUSG00000028544	5.09	2.95	5.64	36.21	91.4	43.2	14.77	8.52	17.2
ENSMUSG00000029321	1.2	2.12	1.78	7.15	10.99	6.5	3.08	2.79	2.71
ENSMUSG00000026249	10.91	16.06	14.32	68.22	23.21	19.61	35.78	65.43	13.04
ENSMUSG00000022389	44.57	48.5	57.38	28.89	47.81	26.85	9.73	12.09	15.24
ENSMUSG00000050505	0.4	0.34	0.32	0.96	0.79	0.63	0.49	0.64	0.36
ENSMUSG00000036887	63.15	50.02	65.05	276.93	254.16	282.99	239.19	234.27	133.19
ENSMUSG00000005718	14.2	15.59	17.01	8.59	6.3	3.32	5.43	13.42	4.21
ENSMUSG00000021416	13.43	8.98	6.56	1.96	4.37	4.96	3.25	7.53	6.81
ENSMUSG00000038552	2.24	2.46	2.2	6.01	6.65	5.17	2.87	3.41	4.18
ENSMUSG00000032643	4.14	3.4	2.64	8.03	5.23	5.55	6.69	6.89	7.65
ENSMUSG00000032527	117.38	107.84	133.61	52.4	53.76	30.02	54.59	76.68	69.78
ENSMUSG00000024401	1.45	0.94	1.03	11.35	17.47	17.54	12.76	3.92	4.87
ENSMUSG00000023206	13.86	12.38	12.71	17.98	23.45	22.86	15.18	10.59	12.88
ENSMUSG00000073491	0.93	0.5	0.93	3.85	3.37	14.29	3.93	3	2.41
ENSMUSG00000016283	2.75	1.89	2.82	6.03	11.87	11.2	6.07	4.72	7.23
ENSMUSG00000006567	1.86	1.45	1.68	0.38	0.49	0.15	0.35	0.08	0.75
ENSMUSG00000022656	45.92	54.18	51.07	30.01	24.98	16.66	24.9	36.17	32.33
ENSMUSG00000031596	1.77	2.19	2.53	5.66	4.16	5.71	2.25	2.24	1.71
ENSMUSG00000035171	32.73	34.37	37.66	52.7	51.79	44.5	50	72.6	55.4
ENSMUSG00000135464	0.71	1.36	0.99	3.93	2.57	3.8	2.4	1.46	1.86
ENSMUSG00000074284	1.34	1.38	1.19	0.96	1.18	0.59	0.35	0.61	0.83
ENSMUSG00000111713	0.92	1.27	0.83	0.79	1.85	2.32	1.76	0.65	1.64
ENSMUSG00000067276	0.37	0.51	0.87	2.42	1	2.82	0.96	1.06	0.64
ENSMUSG00000022912	23.97	26.04	24.81	62.3	51.41	45.45	28.52	39.59	32.37
ENSMUSG00000003955	114.35	124.86	127.6	161.43	123.27	83.77	120.52	412.43	145.67
ENSMUSG00000022227	0.33	0.32	1.26	9.44	3.58	7.6	14.94	10.59	4.51
ENSMUSG00000056071	0	0.65	1.88	896.16	108.84	207.9	134.02	111.68	10.14
ENSMUSG00000030515	6.81	6.89	10.23	4.72	3.11	2.97	3.8	3.28	3.34
ENSMUSG00000068263	2.91	2.25	3.63	2.41	2.04	1.6	0.7	0.74	1.34
ENSMUSG00000043587	47.38	48.33	54.21	22.91	21.97	13.25	22.63	23.45	29.94
ENSMUSG00000030413	261.08	245.32	213.31	777.13	779.4	568.78	575.61	413.42	438.46
ENSMUSG00000055809	1.39	1.43	0.8	2.97	2.78	3.68	2.89	2.64	1.52
ENSMUSG00000014907	17.96	16.37	10.77	11.96	6.55	5.11	5.73	6.61	5.25
ENSMUSG00000093916	4.23	3.11	2.37	3.72	9.1	7.21	5.28	4.07	4.81
ENSMUSG00000081303	3.51	2.75	2.36	1.03	1.34	0.97	0.78	1.36	0.64
ENSMUSG00000034115	1.11	0.79	0.65	1.26	2.02	2.21	0.59	0.25	0.89
ENSMUSG00000006538	71.74	47.1	52.45	18.84	40.02	14.45	19.46	30.24	37.88
ENSMUSG00000085887	1.31	0.78	0.29	3.81	2.11	2.2	1.14	0.73	1.19
ENSMUSG00000090084	3.39	6.91	5.23	17.87	8.49	8.38	7.79	17.38	5.84
ENSMUSG00000111394	25.19	28.01	25.09	16.03	25.24	20.45	8.65	7.54	15.85
ENSMUSG00000031129	3.63	2.98	2.63	8.27	8.19	4.79	5.71	5.12	4.49
ENSMUSG00000039683	4.14	3.2	3.26	11	11.43	6.06	4.77	3.89	5.04
ENSMUSG00000060441	2.42	2.35	3.87	7.14	7.02	11.54	5.16	3.87	5.07
ENSMUSG00000021423	5.93	6.2	8.03	40.12	27.48	46.73	33.3	39.46	18.14
ENSMUSG00000055926	2.41	1.46	1.77	5.52	10.06	5.51	5.05	2.94	3.71
ENSMUSG00000033987	0.28	0.1	0.12	0.36	0.57	0.48	0.19	0.38	0.26
ENSMUSG00000047496	7.68	7.76	11.69	5.28	3.64	2.15	3.91	3.41	5.68
ENSMUSG00000073940	21.92	16.78	33.41	65.13	114.01	66.78	6.51	39.5	16
ENSMUSG00000022831	9.48	9.01	9.24	73.58	35.47	48.52	35.52	33.51	18.79
ENSMUSG00000120849	77.32	68.16	61.32	240.96	109.86	97.12	99.28	156.12	74.5
ENSMUSG00000041046	2.49	2.12	3	3.7	5.03	5.29	5.81	3.88	3.72
